9,2,1,8,3,6,4,5,7
8,3,6,4,5,7,2,1,9
7,4,5,2,9,1,8,6,3
3,8,4,7,6,5,1,9,2
2,5,9,1,4,8,7,3,6
6,1,7,3,2,9,5,8,4
5,7,3,9,8,2,6,4,1
1,9,8,6,7,4,3,2,5
4,6,2,5,1,3,9,7,8
